"ppirawscore","country","q01answer","score1","q02answer","score2","q03answer","score3","q04answer","score4","q05answer","score5","q06answer","score6","q07answer","score7","q08answer","score8","q09answer","score9","q10answer","score10","ppi_mfo","id1","Partner.Name","villagecode","Village.Code.Final","propoornormal","flatproportional","squeezebetonnelimite","village_name1","villagename","Baseline","silcgroupgroupname","Poverty.Likelihood","dumPN","dumFP","dumSBL","lgPPI"
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"TROIS A CINQ",3,28,9782,"Manga","Village-000310","Village-000253","","","","OUAREGOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"TROIS A CINQ",3,28,10177,"Kdg","Village-000310","Village-000071","","","","LOAGA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"TROIS A CINQ",3,28,11861,"Manga","Village-000310","Village-000252","","","","LENGHA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,25,9742,"Kdg","Village-000310","Village-000269","","","","MAO NESSIRA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"TROIS A CINQ",3,31,10702,"Manga","Village-000310","Village-000249","","","","NOBERE","Burkina Baseline",1,"Burkina Baseline",36.9,0,0,0,3.608212
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,9081,"Manga","Village-000310","Village-000253","","","","OUAREGOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,10317,"Kdg","Village-000310","Village-000276","","","","BOURA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,10446,"Manga","Village-000310","Village-000245","","","","KOMSILGA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,10931,"Kdg","Village-000310","Village-000068","","","","SEGUEDIN","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,11431,"Manga","Village-000310","Village-000293","","","","WAADA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,11942,"Kdg","Village-000310","Village-000277","","","","NAKO","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"OUI",9,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,28,8998,"Manga","Village-000310","Village-000249","","","","NOBERE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"OUI",9,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,28,9881,"Manga","Village-000310","Village-000287","","","","TIBGA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"OUI",9,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,28,12737,"Kdg","Village-000310","Village-000271","","","","PERIGBAN","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"AUTRE LANGUE QUE LE FRANCAIS (PEU IMPORTE QUE LA PERSONNE SA",5,"NON",0,"BOUGIES, PETROLE, OU GAZ",4,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,25,10301,"Kdg","Village-000310","Village-000270","","","","GNANSSOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"AUTRE LANGUE QUE LE FRANCAIS (PEU IMPORTE QUE LA PERSONNE SA",5,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"NON",0,"NON",0,"OUI",8,"UN, OU AUCUNE",0,28,10321,"Manga","Village-000310","Village-000245","","","","GUESWINDE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","QUATRE",6,"FRANCAIS SEULEMENT",4,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"NON",0,"OUI",8,"DEUX",2,28,11886,"Manga","Village-000310","Village-000252","","","","LENGHA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,19,11937,"Kdg","Village-000310","Village-000277","","","","NAKO","Burkina Baseline",1,"Burkina Baseline",72.4,0,0,0,4.282207
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"NON",0,"OUI",6,"OUI",8,"DEUX",2,25,11442,"Manga","Village-000310","Village-000282","","","","OUAYOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,9731,"Manga","Village-000310","Village-000286","","","","TORODO","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,9886,"Manga","Village-000310","Village-000287","","","","TIBGA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,10322,"Kdg","Village-000310","Village-000276","","","","BOURA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,10936,"Kdg","Village-000310","Village-000068","","","","SEGUEDIN","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,10941,"Kdg","Village-000310","Village-000068","","","","SEGUEDIN","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,13232,"Kdg","Village-000310","Village-000075","","","","NEBIELIANAYOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,13350,"Kdg","Village-000310","Village-000272","","","","LOROPENI","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"OUI",9,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,8626,"Kdg","Village-000310","Village-000082","","","","BASBEDO","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"OUI",9,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"NON",0,"OUI",8,"TROIS A CINQ",3,28,10692,"Manga","Village-000310","Village-000249","","","","NOBERE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"OUI",9,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,28,13236,"Kdg","Village-000310","Village-000074","","","","THYOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"AUTRE LANGUE QUE LE FRANCAIS (PEU IMPORTE QUE LA PERSONNE SA",5,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"NON",0,"OUI",8,"DEUX",2,23,9272,"Kdg","Village-000310","Village-000069","","","","PITMOAGA","Burkina Baseline",1,"Burkina Baseline",61.7,0,0,0,4.122284
20,"Burkina","SIX OU PLUS",0,"AUTRE LANGUE QUE LE FRANCAIS (PEU IMPORTE QUE LA PERSONNE SA",5,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"OUI",3,"NON",0,"OUI",8,"TROIS A CINQ",3,28,11866,"Manga","Village-000310","Village-000252","","","","LENGHA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"AUTRE LANGUE QUE LE FRANCAIS (PEU IMPORTE QUE LA PERSONNE SA",5,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"OUI",3,"NON",0,"OUI",8,"TROIS A CINQ",3,28,11871,"Manga","Village-000310","Village-000252","","","","LENGHA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"FRANCAIS SEULEMENT",4,"NON",0,"BOUGIES, PETROLE, OU GAZ",4,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"TROIS A CINQ",3,28,9123,"Manga","Village-000310","Village-000281","","","","MOGANDE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"FRANCAIS SEULEMENT",4,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,9398,"Kdg","Village-000310","Village-000274","","","","GBINGUE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"FRANCAIS SEULEMENT",4,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,9404,"Kdg","Village-000310","Village-000274","","","","GBINGUE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"FRANCAIS SEULEMENT",4,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,28,12262,"Manga","Village-000310","Village-000280","","","","SALAMBAORE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","SIX OU PLUS",0,"FRANCAIS SEULEMENT",4,"OUI",9,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,28,11881,"Manga","Village-000310","Village-000252","","","","LENGHA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"ELECTRICITE/ENERGIE SOLAIRE",8,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"TROIS A CINQ",3,28,9410,"Kdg","Village-000310","Village-000274","","","","GBINGUE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"TROIS A CINQ",3,25,9147,"Manga","Village-000310","Village-000281","","","","MOGANDE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,8986,"Manga","Village-000310","Village-000249","","","","NOBERE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,9004,"Manga","Village-000310","Village-000249","","","","NOBERE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,9087,"Manga","Village-000310","Village-000253","","","","OUAREGOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,9129,"Manga","Village-000310","Village-000281","","","","MOGANDE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,9278,"Kdg","Village-000310","Village-000069","","","","PITMOAGA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,9284,"Kdg","Village-000310","Village-000069","","","","PITMOAGA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,9767,"Manga","Village-000310","Village-000253","","","","OUAREGOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,10302,"Kdg","Village-000310","Village-000276","","","","BOURA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,10307,"Kdg","Village-000310","Village-000276","","","","BOURA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,10946,"Kdg","Village-000310","Village-000068","","","","SEGUEDIN","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,11947,"Kdg","Village-000310","Village-000277","","","","NAKO","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,11952,"Kdg","Village-000310","Village-000277","","","","NAKO","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,13358,"Kdg","Village-000310","Village-000272","","","","LOROPENI","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,28,13518,"Manga","Village-000310","Village-000281","","","","MOGANDE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"NON",0,"OUI",8,"TROIS A CINQ",3,28,9762,"Manga","Village-000310","Village-000253","","","","OUAREGOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"NON",0,"OUI",8,"TROIS A CINQ",3,28,9772,"Manga","Village-000310","Village-000253","","","","OUAREGOU","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"NON",0,"OUI",8,"TROIS A CINQ",3,28,10571,"Manga","Village-000310","Village-000288","","","","BINGO","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"NON",0,"OUI",8,"TROIS A CINQ",3,28,10697,"Manga","Village-000310","Village-000249","","","","NOBERE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"NON",0,"OUI",8,"TROIS A CINQ",3,28,11876,"Manga","Village-000310","Village-000252","","","","LENGHA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"NON",0,"OUI",8,"TROIS A CINQ",3,28,12272,"Manga","Village-000310","Village-000280","","","","SALAMBAORE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,28,10172,"Kdg","Village-000310","Village-000071","","","","LOAGA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"NON",0,"OUI",6,"OUI",8,"UN, OU AUCUNE",0,32,10296,"Kdg","Village-000310","Village-000270","","","","GNANSSOU","Burkina Baseline",1,"Burkina Baseline",36.9,0,0,0,3.608212
20,"Burkina","TROIS",9,"FRANCAIS SEULEMENT",4,"NON",0,"BOUGIES, PETROLE, OU GAZ",4,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,27,13698,"Manga","Village-000310","Village-000279","","","","YOYO","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
20,"Burkina","TROIS",9,"FRANCAIS SEULEMENT",4,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"NON",0,"NON",0,"OUI",8,"DEUX",2,28,9551,"Manga","Village-000310","Village-000251","","","","BINDE","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
21,"Burkina","CINQ",5,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,29,10192,"Kdg","Village-000310","Village-000071","","","","LOAGA","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
21,"Burkina","CINQ",5,"ACUNE, OU IL N'Y A PAS DE CHEF HOMME DU MENAGE",0,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"DANS LA NATURE, OU AUTRE",0,"NON",0,"OUI",3,"OUI",6,"OUI",8,"DEUX",2,29,11551,"Kdg","Village-000310","Village-000068","","","","SEGUEDIN","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
21,"Burkina","CINQ",5,"FRANCAIS SEULEMENT",4,"NON",0,"TORCHE A PILES, OU BATTERIES",5,"LATRINE ORDINAIRE",4,"NON",0,"NON",0,"NON",0,"OUI",8,"TROIS A CINQ",3,29,13706,"Manga","Village-000310","Village-000279","","","","YOYO","Burkina Baseline",1,"Burkina Baseline",48.8,0,0,0,3.88773
